,序號,券商,價格,買進股數,賣出股數
0,1,1020 合 庫,34.55,1000,0
1,3,1021,34.65,0,1000
2,5,1022,34.3,0,200
3,7,1022,34.6,0,1000
4,9,1023 合庫高雄,33.8,0,9000
5,11,1024,34.3,0,2000
6,13,1024,34.5,0,1000
7,15,1028 合庫彰化,33.8,1000,0
8,17,1029 合庫鳳山,33.85,1000,0
9,19,1029,34.4,2000,0
10,21,1029,34.6,0,1000
11,23,102C 合庫自強,34.6,0,3000
12,25,102E,34.25,1000,10000
13,27,1030 土 銀,34.65,1000,0
14,29,1032 土銀台南,34.5,0,1000
15,31,1034 土銀嘉義,34.2,1000,0
16,33,1034,34.35,0,1000
17,35,1034,34.55,0,1000
18,37,1035 土銀新竹,33.8,4000,0
19,39,1036 土銀玉里,34.45,0,5000
20,41,103C 土銀白河,33.8,0,1000
21,43,1040 臺 銀,34.3,0,5000
22,45,1040,34.65,0,1000
23,47,1041,34.3,0,1000
24,49,1042 臺銀臺南,34.3,1000,0
25,51,1042,34.5,100,0
26,53,1043 臺銀民權,33.95,0,1000
27,55,1043,34.4,0,1000
28,57,1043,34.6,1000,0
29,59,104A,34.15,0,6000
30,61,104A,34.35,0,1000
31,63,104A,34.55,1000,0
32,65,104A,34.65,2000,0
33,67,104C,34.55,1000,0
34,69,104D 臺銀金山,33.9,0,1000
35,71,104D,34.35,5000,0
36,73,104D,34.6,20000,0
37,75,1117,34.55,5000,0
38,77,1118,34.15,1000,0
39,79,1118,34.45,0,1000
40,81,1118,34.55,0,1000
41,83,111A 企銀民雄,34.15,0,1000
42,85,111A,34.6,2000,1000
43,87,1160 日 盛,34.3,0,1000
44,89,1160,34.5,100,0
45,91,1160,34.6,0,6000
46,93,1161,34.6,0,10000
47,95,1163 日盛台中,34.15,10000,0
48,97,1165 日盛板橋,33.75,0,7000
49,99,1165,34.25,1000,0
50,2,1021 合庫台中,34.4,4000,0
51,4,1022 合庫台南,34.25,0,1000
52,6,1022,34.45,0,1000
53,8,1022,34.7,500,0
54,10,1024 合庫嘉義,34.15,0,1000
55,12,1024,34.35,0,1000
56,14,1024,34.6,2000,1000
57,16,1028,34.3,1000,1000
58,18,1029,34.2,0,1000
59,20,1029,34.5,0,2000
60,22,102A 合庫新竹,34.6,10000,0
61,24,102E 合庫桃園,34.2,0,10000
62,26,102F 合庫西台,33.75,0,3000
63,28,1031 土銀台中,34.15,1000,0
64,30,1033 土銀高雄,33.75,2000,0
65,32,1034,34.3,1000,0
66,34,1034,34.4,0,2000
67,36,1034,34.6,1000,0
68,38,1035,34.35,0,4000
69,40,1038 土銀和平,34.15,0,3000
70,42,103C,34.55,1000,0
71,44,1040,34.35,1000,0
72,46,1041 臺銀鳳山,33.9,1000,0
73,48,1041,34.6,0,6000
74,50,1042,34.45,2100,0
75,52,1042,34.6,1000,0
76,54,1043,34.3,0,3000
77,56,1043,34.45,1000,0
78,58,104A 臺銀臺中,33.8,0,1000
79,60,104A,34.25,1000,0
80,62,104A,34.4,1000,0
81,64,104A,34.6,250,0
82,66,104C 臺銀高雄,34.5,1000,0
83,68,104C,34.6,1000,1000
84,70,104D,34.25,0,5000
85,72,104D,34.4,2000,1000
86,74,1117 企銀竹北,34.35,1000,0
87,76,1118 企銀豐原,33.9,2000,0
88,78,1118,34.35,1000,0
89,80,1118,34.5,1000,0
90,82,1118,34.6,0,1000
91,84,111A,34.45,1000,0
92,86,111B 台企建成,33.9,0,1000
93,88,1160,34.4,0,1000
94,90,1160,34.55,0,1000
95,92,1161 日盛忠孝,34.2,0,1000
96,94,1162 日盛台南,34.1,1000,0
97,96,1163,34.3,2000,0
98,98,1165,33.8,1000,13000
99,100,1165,34.6,0,2000
100,101,1166 日盛雙和,34.2,0,1000
101,103,1167 日盛嘉義,34.25,0,1000
102,105,1168 日盛高雄,33.8,0,1000
103,107,1168,34.2,0,1000
104,109,1168,34.65,1000,0
105,111,116b 日盛園區,34.15,50,0
106,113,116B 日盛中壢,33.7,0,532
107,115,116B,34.2,1000,0
108,117,116B,34.5,31000,0
109,119,116B,34.6,13000,0
110,121,116c 日盛豐原,33.8,6000,0
111,123,116c,34.25,1000,0
112,125,116C 日盛八德,33.8,0,1000
113,127,116C,34.3,0,1000
114,129,116e 日盛竹北,34.55,20000,0
115,131,116F,34.25,0,500
116,133,116F,34.5,0,1000
117,135,116g,34.6,0,1000
118,137,116G,34.35,1000,0
119,139,116G,34.6,0,3000
120,141,116H 日盛新竹,34.1,1000,0
121,143,116H,34.55,5000,0
122,145,116i,34.15,1000,0
123,147,116i,34.4,0,1000
124,149,116I,34.35,0,1000
125,151,116j 日盛頭份,34.55,15000,0
126,153,116J 日盛中山,34.6,1000,0
127,155,116L,34.55,1000,0
128,157,116m,34.65,1000,0
129,159,116M,34.6,0,4000
130,161,116N,34.3,1000,0
131,163,116N,34.6,0,6000
132,165,116P,34.45,2000,1000
133,167,116Q 日盛二林,34.5,1000,0
134,169,116Q,34.6,1000,0
135,171,116r,34.4,1000,0
136,173,116S,34.45,5000,0
137,175,116U,34.25,3000,0
138,177,116V 日盛斗六,34.6,2050,0
139,179,116X,34.6,1000,1000
140,181,116Z,34.65,1000,0
141,183,1233 彰銀台中,33.75,5000,0
142,185,1261 宏遠民生,34.45,0,1000
143,187,1262,34.3,0,1000
144,189,126D,34.35,0,1000
145,191,126D,34.65,4000,0
146,193,126i,34.6,1000,0
147,195,126L,34.5,0,3000
148,197,126U 宏遠館前,34.4,0,1000
149,199,1440,34.05,0,14000
150,102,1166,34.5,0,4000
151,104,1167,34.3,1000,0
152,106,1168,33.85,1000,0
153,108,1168,34.6,0,1000
154,110,116A 日盛木柵,34.5,0,1000
155,112,116b,34.6,2000,2000
156,114,116B,33.8,1000,0
157,116,116B,34.45,5000,5000
158,118,116B,34.55,16000,0
159,120,116B,34.65,75000,0
160,122,116c,34.2,8000,0
161,124,116c,34.6,0,6000
162,126,116C,34.15,0,1000
163,128,116C,34.4,1000,0
164,130,116F 日盛員林,34.2,0,500
165,132,116F,34.35,1000,0
166,134,116g 日盛龍潭,34.5,0,400
167,136,116G 日盛景美,34.25,0,1000
168,138,116G,34.45,0,3000
169,140,116G,34.75,44,0
170,142,116H,34.5,3000,0
171,144,116i 日盛樹林,33.95,0,2000
172,146,116i,34.25,2000,0
173,148,116I 日盛南京,34.3,1000,0
174,150,116I,34.65,0,2000
175,152,116j,34.6,50,0
176,154,116L 日盛大墩,34.5,1000,0
177,156,116m 日盛和美,33.8,0,3000
