,序號,券商,價格,買進股數,賣出股數
0,1,1029,49.6,200,0
1,3,1040,49.8,1000,0
2,5,1040,50.1,1000,0
3,7,1041,49.7,3000,0
4,9,1042,49.8,1000,0
5,11,1045,49.95,0,70
6,13,104D,49.6,1000,0
7,15,104D,49.95,1000,0
8,17,1110,49.65,0,1000
9,19,1115,50.2,1000,0
10,21,116f,50.0,0,550
11,23,116I,49.6,1000,0
12,25,116L,49.7,2000,0
13,27,116S,49.7,1000,0
14,29,1470,49.8,0,1000
15,31,1520,49.4,1000,3000
16,33,1520,49.5,0,1000
17,35,1520,49.65,0,4000
18,37,1520,49.75,0,4000
19,39,1520,49.9,0,5000
20,41,1560,49.9,0,4000
21,43,1560,50.0,0,5000
22,45,1590,49.45,1000,0
23,47,1590,49.6,2000,0
24,49,1590,49.75,1000,0
25,51,5050,49.4,1000,0
26,53,5261,50.1,1000,0
27,55,5320,49.75,1000,0
28,57,5383,49.9,0,1000
29,59,5384,49.85,39,0
30,61,5389,50.2,2000,0
31,63,538E,50.2,1000,0
32,65,538W,49.35,1000,0
33,67,5460,50.3,3000,0
34,69,5850,49.6,200,0
35,71,5857,50.1,0,1000
36,73,585B,50.2,0,1000
37,75,585I,49.8,0,6000
38,77,585W,49.95,0,1000
39,79,5920,50.0,1000,0
40,81,5923,50.0,0,1000
41,83,592a,50.0,0,97
42,85,592b,50.3,3000,0
43,87,592c,49.4,1000,0
44,89,592C,49.9,100,0
45,91,592i,50.0,100,0
46,93,592n,50.4,0,1000
47,95,592P,50.3,3000,0
48,97,592r,49.8,0,3000
49,99,592r,50.2,11000,0
50,2,102C,49.7,1000,0
51,4,1040,49.9,1000,0
52,6,1040,50.2,1000,0
53,8,1042,49.6,100,0
54,10,1042,49.9,1000,0
55,12,1045,50.0,0,35
56,14,104D,49.7,0,1000
57,16,104D,50.0,1000,0
58,18,1114,49.5,1000,0
59,20,111A,49.75,1000,0
60,22,116i,49.4,3000,0
61,24,116J,49.85,1000,0
62,26,116P,49.8,1000,0
63,28,116Z,50.0,3000,0
64,30,1520,49.35,0,3000
65,32,1520,49.45,0,3000
66,34,1520,49.6,1000,1000
67,36,1520,49.7,0,5000
68,38,1520,49.8,0,5000
69,40,1520,50.0,0,3000
70,42,1560,49.95,0,1000
71,44,1590,49.4,2000,0
72,46,1590,49.5,1000,0
73,48,1590,49.7,1000,0
74,50,1590,49.8,4000,0
75,52,5261,49.8,2000,0
76,54,5266,50.1,1000,0
77,56,5381,49.4,1000,0
78,58,5384,49.8,11,0
79,60,5389,50.0,100,0
80,62,538D,49.7,0,2000
81,64,538P,50.2,1000,0
82,66,538Y,49.7,2000,0
83,68,5603,50.1,1000,0
84,70,5850,50.0,3000,0
85,72,585A,50.0,1000,0
86,74,585B,50.3,0,1000
87,76,585I,50.3,0,4000
88,78,5920,49.5,1000,0
89,80,5920,50.2,1000,0
90,82,592a,49.95,0,202
91,84,592b,50.1,1000,0
92,86,592b,50.4,1000,0
93,88,592c,50.3,1000,0
94,90,592E,49.8,0,1000
95,92,592n,49.95,299,0
96,94,592P,50.2,0,3000
97,96,592q,49.6,53,0
98,98,592r,50.0,1000,0
99,100,592S,49.65,1000,0
100,101,592W,49.6,0,1000
101,103,592W,50.2,1000,0
102,105,592y,49.8,1000,0
103,107,601d ,50.0,1000,0
104,109,611A,50.1,0,1000
105,111,6162,49.65,1000,0
106,113,6164,50.0,69,0
107,115,616K,50.3,0,3000
108,117,6381,49.8,1000,0
109,119,6463,49.4,1000,0
110,121,6950,49.5,2000,0
111,123,7003,50.0,1000,0
112,125,7006,50.0,1000,0
113,127,700B,50.2,0,3000
114,129,700C,50.1,0,2000
115,131,700D,49.45,0,3000
116,133,700D,49.55,0,3000
117,135,700N,49.7,0,3000
118,137,700r,49.4,1000,0
119,139,700r,49.9,1000,0
120,141,700W,49.85,0,2000
121,143,7034,49.45,1000,0
122,145,7798,49.9,100,0
123,147,779z,49.7,1000,0
124,149,8150,49.85,1000,0
125,151,8152,49.75,1000,0
126,153,8159,49.9,1000,0
127,155,815A,49.65,5000,0
128,157,815A,50.0,1000,500
129,159,815B,49.75,4000,0
130,161,815B,50.2,0,5000
131,163,8440,49.5,1000,0
132,165,8440,50.0,0,10000
133,167,8450,50.1,0,1000
134,169,8458,49.7,0,3000
135,171,845E,49.5,2000,0
136,173,8560,49.7,2000,0
137,175,8560,50.0,1000,0
138,177,8562,50.3,0,4000
139,179,8564,50.1,1000,0
140,181,8840,50.0,1020,0
141,183,8843,49.7,1000,0
142,185,8848,49.9,0,1000
143,187,884C,50.1,1,0
144,189,884H,49.6,20,0
145,191,8881,49.7,1000,0
146,193,8882,49.4,1000,0
147,195,8882,49.65,0,50
148,197,8882,49.75,0,200
149,199,8882,49.9,0,475
150,102,592W,49.75,0,1000
151,104,592W,50.3,3000,0
152,106,592Z,49.55,1000,0
153,108,611A,50.0,150,0
154,110,6161,49.8,1000,0
155,112,6164,49.95,1,0
156,114,616K,50.2,0,2000
157,116,6381,49.6,1000,0
158,118,638A,49.95,2000,0
159,120,6463,49.9,1000,0
160,122,6950,49.6,2000,0
161,124,7005,49.8,3000,0
162,126,700a,50.0,1000,0
163,128,700C,49.4,1000,0
164,130,700D,49.4,0,7000
