,序號,券商,價格,買進股數,賣出股數
0,1,1023,40.65,0,5000
1,3,1028,41.0,1000,0
2,5,102F,41.55,0,2000
3,7,103A,40.45,1000,0
4,9,1041,40.55,0,3000
5,11,1041,41.65,0,4000
6,13,104C,41.3,1000,0
7,15,1114,40.8,1000,0
8,17,1160,40.5,0,10000
9,19,1162,41.0,50,0
10,21,1166,41.5,1000,0
11,23,1169,41.2,0,4000
12,25,116b,40.6,0,100
13,27,116e,40.65,1000,0
14,29,116e,41.75,1000,0
15,31,116g,40.4,0,1000
16,33,116g,40.65,3000,0
17,35,116g,41.5,3000,4000
18,37,116H,40.5,1000,0
19,39,116N,41.5,1000,0
20,41,116P,41.8,1000,0
21,43,126i,41.0,1000,0
22,45,1440,40.4,1000,1000
23,47,1440,40.5,3000,0
24,49,1440,40.8,12000,0
25,51,1440,41.7,3000,0
26,53,1470,41.35,0,1000
27,55,1480,41.5,0,1000
28,57,1520,40.35,0,1000
29,59,1520,40.45,0,1000
30,61,1520,40.55,0,2000
31,63,1520,40.7,0,3000
32,65,1570,40.9,4000,0
33,67,1570,41.25,2000,0
34,69,1570,41.5,4000,0
35,71,1570,41.7,8000,0
36,73,1570,41.8,2000,0
37,75,1650,40.55,2000,0
38,77,1650,40.65,6000,9000
39,79,1650,41.55,0,3000
40,81,1650,41.75,0,19000
41,83,2180,41.55,1000,0
42,85,2180,41.65,1000,0
43,87,2185,40.45,1000,0
44,89,5262,40.95,1000,0
45,91,5262,41.3,15000,0
46,93,5262,41.55,10000,0
47,95,5266,41.7,0,6000
48,97,526K,40.7,1000,0
49,99,526K,41.7,0,1000
50,2,1025,40.5,1000,0
51,4,102F,41.5,0,13000
52,6,1033,40.7,1000,0
53,8,1040,40.8,1000,0
54,10,1041,40.6,0,10000
55,12,1042,40.65,1000,0
56,14,104D,40.55,1000,0
57,16,111E,40.7,4000,0
58,18,1162,40.85,1000,0
59,20,1162,41.6,1000,0
60,22,1166,41.65,5000,0
61,24,1169,41.55,0,5000
62,26,116b,41.6,1000,0
63,28,116e,41.5,1000,0
64,30,116F,40.5,1000,0
65,32,116g,40.55,1000,0
66,34,116g,40.7,0,1000
67,36,116g,41.7,1000,0
68,38,116K,40.8,10000,0
69,40,116P,41.65,1000,0
70,42,116S,41.65,1000,0
71,44,126U,40.6,0,6000
72,46,1440,40.45,1000,0
73,48,1440,40.75,1000,0
74,50,1440,41.65,5000,0
75,52,1440,41.75,13000,0
76,54,1470,41.55,0,1000
77,56,1480,41.65,0,1000
78,58,1520,40.4,0,3000
79,60,1520,40.5,0,6000
80,62,1520,40.65,0,8000
81,64,1570,40.8,2000,0
82,66,1570,41.0,2000,0
83,68,1570,41.3,1000,0
84,70,1570,41.6,3000,0
85,72,1570,41.75,4000,0
86,74,1650,40.4,1000,0
87,76,1650,40.6,7000,0
88,78,1650,40.7,2000,7000
89,80,1650,41.7,0,10000
90,82,2180,41.5,3000,0
91,84,2180,41.6,1000,0
92,86,2184,41.0,3000,0
93,88,5261,40.6,5000,0
94,90,5262,41.0,1000,0
95,92,5262,41.5,20000,0
96,94,5262,41.65,10000,0
97,96,526K,40.5,0,1000
98,98,526K,41.5,0,1000
99,100,5320,41.85,0,1000
100,101,5321,40.6,1000,0
101,103,5383,40.85,1000,0
102,105,5385,40.5,10000,0
103,107,5385,41.4,1000,0
104,109,538W,41.6,1000,0
105,111,5602,40.4,0,2000
106,113,5602,41.5,1000,0
107,115,5660,41.55,1000,0
108,117,5855,40.7,1000,0
109,119,5858,40.4,1000,0
110,121,585Z,40.4,1000,0
111,123,5925,40.4,1000,0
112,125,5925,41.0,3000,0
113,127,5925,41.25,1000,0
114,129,592a,41.6,2000,0
115,131,592b,40.5,0,1000
116,133,592b,41.55,2000,0
117,135,592C,42.0,120,0
118,137,592L,40.4,2000,0
119,139,592m,40.4,10,0
120,141,592m,40.95,0,2000
121,143,592m,41.7,5,0
122,145,592P,40.5,1000,0
123,147,592P,40.85,2000,0
124,149,592P,41.3,2000,0
125,151,592P,41.75,1000,0
126,153,592Q,41.75,0,1000
127,155,592S,40.75,1000,0
128,157,601d ,40.9,1000,0
129,159,601d,41.65,6000,0
130,161,6160,40.55,1000,0
131,163,6160,40.65,1000,0
132,165,6160,41.6,1000,0
133,167,6164,41.55,1000,0
134,169,616A,40.6,0,1000
135,171,616K,41.7,2000,0
136,173,6461,40.55,1000,0
137,175,7001,41.75,1000,0
138,177,7005,41.5,1000,0
139,179,700H,41.2,1000,0
140,181,700M,41.65,1000,0
141,183,7038,40.9,1000,0
142,185,779P,40.65,2000,0
143,187,779Z,40.65,1000,0
144,189,8150,41.0,2000,0
145,191,8150,41.5,1000,0
146,193,8156,40.65,1000,0
147,195,8158,40.65,1000,0
148,197,8159,41.6,1000,0
149,199,815A,40.7,5000,0
150,102,5321,41.5,0,3000
151,104,5383,41.7,0,5000
152,106,5385,41.25,1000,0
153,108,538N,41.65,1000,0
154,110,538W,41.7,1000,0
155,112,5602,40.6,1000,0
156,114,5660,41.25,0,10000
157,116,5850,41.7,1000,0
158,118,5857,40.5,2000,0
159,120,585P,41.05,1000,0
160,122,5921,41.65,1000,0
161,124,5925,40.65,1000,0
162,126,5925,41.2,1000,0
163,128,5925,41.35,1000,0
164,130,592A,40.4,1000,0
165,132,592b,40.65,2000,0
166,134,592C,40.7,1000,0
167,136,592D,41.0,1000,0
168,138,592L,41.65,2000,0
169,140,592m,40.9,0,1000
170,142,592m,41.0,5,0
171,144,592n,40.8,0,1000
172,146,592P,40.6,0,1000
173,148,592P,41.05,1000,0
174,150,592P,41.55,1000,0
