,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,65.70,3000,0
1,2,1020合　　庫,65.80,15000,10000
2,3,1020合　　庫,65.90,8000,0
3,4,1020合　　庫,66.20,0,1000
4,5,1021合庫台中,65.70,10000,2000
5,6,1021合庫台中,65.80,1000,0
6,7,1022合庫台南,65.90,250,0
7,8,1023合庫高雄,65.80,1000,0
8,9,1023合庫高雄,66.00,100,0
9,10,1029合庫鳳山,65.80,1000,0
10,11,102C合庫自強,65.90,0,1000
11,12,102E合庫桃園,65.90,2000,0
12,13,102F合庫西台,66.10,0,310
13,14,102G合庫三重,66.20,0,1000
14,15,1030土　　銀,65.80,1000,0
15,16,1030土　　銀,66.20,0,2000
16,17,1031土銀台中,65.90,1000,0
17,18,103B土銀彰化,65.70,1000,0
18,19,103B土銀彰化,65.80,1000,0
19,20,103B土銀彰化,66.20,0,1000
20,21,103C土銀白河,66.10,1000,0
21,22,1040臺    銀,66.00,100,0
22,23,1040臺    銀,66.20,2000,0
23,24,1041臺銀鳳山,66.20,0,2
24,25,1042臺銀臺南,65.80,2000,0
25,26,1042臺銀臺南,65.90,2000,0
26,27,1042臺銀臺南,66.10,300,0
27,28,1043臺銀民權,65.80,2000,0
28,29,104A臺銀臺中,65.80,2000,0
29,30,104A臺銀臺中,65.90,0,1000
30,31,104A臺銀臺中,66.10,500,2000
31,32,104A臺銀臺中,66.20,0,1000
32,33,104C臺銀高雄,65.80,3000,0
33,34,104D臺銀金山,65.70,2000,0
34,35,104D臺銀金山,66.00,1000,0
35,36,1110企    銀,65.80,0,2000
36,37,1110企    銀,66.00,0,2000
37,38,1110企    銀,66.10,3000,0
38,39,1110企    銀,66.30,1000,0
39,40,1113企銀九如,65.70,7000,0
40,41,1116企銀屏東,66.20,0,2000
41,42,111E企銀桃園,65.90,0,10000
42,43,1160日    盛,66.20,0,141
43,44,1161日盛忠孝,65.80,2000,0
44,45,1161日盛忠孝,66.00,0,6000
45,46,1161日盛忠孝,66.10,1000,0
46,47,1162日盛台南,65.80,0,4000
47,48,1163日盛台中,65.80,1000,0
48,49,1164日盛內湖,65.90,1000,0
49,50,1164日盛內湖,66.10,0,2000
50,51,1166日盛雙和,65.70,1000,0
51,52,1166日盛雙和,66.00,100000,0
52,53,1166日盛雙和,66.10,50,0
53,54,1167日盛嘉義,66.10,1000,0
54,55,1168日盛高雄,65.80,0,1000
55,56,1168日盛高雄,65.90,3000,0
56,57,1168日盛高雄,66.00,0,1000
57,58,1168日盛高雄,66.10,300,0
58,59,116A日盛木柵,66.00,0,2000
59,60,116A日盛木柵,66.10,1000,0
60,61,116b日盛園區,66.30,2000,0
61,62,116B日盛中壢,65.80,10000,0
62,63,116B日盛中壢,66.20,1000,1000
63,64,116c日盛豐原,65.90,1000,0
64,65,116c日盛豐原,66.10,2000,0
65,66,116d日盛三峽,66.00,0,1000
66,67,116f日盛復興,65.80,0,3000
67,68,116F日盛員林,65.80,2000,0
68,69,116F日盛員林,65.90,1000,0
69,70,116F日盛員林,66.00,1000,0
70,71,116F日盛員林,66.10,1000,0
71,72,116F日盛員林,66.20,100,0
72,73,116G日盛景美,65.80,5000,0
73,74,116G日盛景美,66.00,10000,0
74,75,116G日盛景美,66.10,0,1000
75,76,116G日盛景美,66.20,0,10000
76,77,116H日盛新竹,66.00,1000,1000
77,78,116i日盛樹林,65.80,0,126000
78,79,116i日盛樹林,65.90,0,20000
79,80,116i日盛樹林,66.00,0,51000
80,81,116i日盛樹林,66.10,0,9000
81,82,116i日盛樹林,66.20,0,74000
82,83,116j日盛頭份,65.80,0,50000
83,84,116j日盛頭份,66.20,0,1000
84,85,116k日盛北高,66.20,0,4000
85,86,116M日盛屏東,65.90,0,2000
86,87,116P日盛信義,66.20,1000,0
87,88,116Q日盛二林,66.00,1000,0
88,89,116r日盛文化,66.00,0,1000
89,90,116S日盛新莊,65.70,1000,0
90,91,116S日盛新莊,65.90,1010,0
91,92,116S日盛新莊,66.00,1000,0
92,93,116S日盛新莊,66.10,1000,0
93,94,116U日盛桃園,65.80,0,1000
94,95,116V日盛斗六,66.10,1000,0
95,96,116W日盛鳳山,66.00,2000,0
96,97,116X日盛宜蘭,65.90,0,15000
97,98,116X日盛宜蘭,66.00,1000,0
98,99,116Z日盛中和,65.90,0,1000
99,100,116Z日盛中和,66.20,0,1000
100,101,126D宏遠台南,66.10,1000,0
101,102,126D宏遠台南,66.20,0,1000
102,103,126Q宏遠高雄,65.80,1000,0
103,104,126Q宏遠高雄,66.10,2,0
104,105,126X宏遠新化,65.80,1000,0
105,106,1440美林,65.80,6000,1000
106,107,1440美林,65.90,8000,9000
107,108,1440美林,66.00,1000,0
108,109,1440美林,66.10,5000,0
109,110,1440美林,66.20,118000,0
110,111,1470台灣摩根,65.70,9000,0
111,112,1470台灣摩根,65.80,73000,0
112,113,1470台灣摩根,65.90,62000,4000
113,114,1470台灣摩根,66.00,6000,1000
114,115,1470台灣摩根,66.10,17000,1000
115,116,1470台灣摩根,66.20,30000,10000
116,117,1480美商高盛,65.70,0,2000
117,118,1480美商高盛,65.80,5000,9000
118,119,1480美商高盛,65.90,3000,7000
119,120,1480美商高盛,66.00,3000,25000
120,121,1480美商高盛,66.10,5000,13000
121,122,1480美商高盛,66.20,10000,14000
122,123,1520瑞士信貸,65.80,39000,13000
123,124,1520瑞士信貸,65.90,7000,11000
124,125,1520瑞士信貸,66.00,1000,2000
125,126,1520瑞士信貸,66.10,15000,13000
126,127,1520瑞士信貸,66.20,11000,203000
127,128,1560港商野村,65.80,20000,0
128,129,1560港商野村,65.90,15000,11000
129,130,1560港商野村,66.00,15000,0
130,131,1560港商野村,66.10,10000,2000
131,132,1560港商野村,66.20,16000,0
132,133,1570港商法興,66.20,108000,0
133,134,1590花旗環球,66.00,2000,0
134,135,1590花旗環球,66.10,6000,0
135,136,1590花旗環球,66.20,3000,0
136,137,1650瑞銀,65.70,9000,80000
137,138,1650瑞銀,65.80,113000,71000
138,139,1650瑞銀,65.90,121000,66000
139,140,1650瑞銀,66.00,70000,56000
140,141,1650瑞銀,66.10,150689,90000
141,142,1650瑞銀,66.20,161000,63000
142,143,1650瑞銀,66.30,32000,10000
143,144,2180亞    東,65.70,0,15000
144,145,2180亞    東,65.80,0,113000
145,146,2180亞    東,65.90,1000,155000
146,147,2180亞    東,66.00,2000,20000
147,148,2180亞    東,66.10,1000,155000
148,149,2180亞    東,66.20,0,121000
149,150,2180亞    東,66.30,0,27000
150,151,2181亞東板橋,65.80,1000,0
151,152,2181亞東板橋,66.10,0,20
152,153,2181亞東板橋,66.20,0,1000
153,154,5110富    隆,66.20,0,1000
154,155,5261美好蘆洲,66.30,5000,0
155,156,5265美好苗栗,66.10,0,50
156,157,5266美好中壢,66.10,1000,0
157,158,526K美好富順,66.00,0,1000
158,159,5381第一員林,66.20,1000,0
159,160,5384第一台南,65.80,1000,0
160,161,5384第一台南,66.30,0,2000
161,162,5387第一澎湖,66.00,1000,0
162,163,5387第一澎湖,66.20,0,1000
163,164,5387第一澎湖,66.30,0,1000
164,165,538A第一新興,65.80,1000,0
165,166,538A第一新興,66.00,0,63
166,167,538A第一新興,66.20,0,150
167,168,538B第一新竹,65.70,1000,2000
168,169,538B第一新竹,65.80,1000,1000
169,170,538B第一新竹,66.20,1000,0
170,171,538D第一忠孝,65.80,2000,0
171,172,538M第一嘉義,66.00,1000,0
172,173,538W第一華江,65.90,1000,0
173,174,538W第一華江,66.00,400,0
174,175,538W第一華江,66.10,1000,0
175,176,5850統    一,65.80,4000,0
176,177,5850統    一,65.90,4000,1000
177,178,5850統    一,66.00,2000,6000
178,179,5850統    一,66.10,2000,0
179,180,5850統    一,66.20,3000,0
180,181,5852統一敦南,65.80,2000,0
181,182,5853統一中壢,65.80,0,2000
182,183,5856統一台中,65.70,1000,0
183,184,5859統一屏東,65.90,1000,0
184,185,585b統一內湖,66.20,3000,0
185,186,585B統一永和,66.20,0,100
