,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,36.55,0,1000
1,2,1020合　　庫,36.60,1000,0
2,3,1020合　　庫,36.65,1000,0
3,4,1020合　　庫,36.70,1000,0
4,5,1021合庫台中,36.75,1000,0
5,6,1023合庫高雄,36.65,1000,0
6,7,1023合庫高雄,36.70,1000,0
7,8,1023合庫高雄,36.85,0,200
8,9,1024合庫嘉義,36.75,0,1000
9,10,1024合庫嘉義,36.85,0,100
10,11,1028合庫彰化,36.85,1,0
11,12,102C合庫自強,36.60,0,5000
12,13,102E合庫桃園,36.60,1000,0
13,14,102F合庫西台,36.80,1000,0
14,15,1030土　　銀,36.60,1000,0
15,16,1030土　　銀,36.70,1000,0
16,17,1031土銀台中,36.55,1000,0
17,18,1031土銀台中,36.70,1000,0
18,19,1031土銀台中,36.80,1000,0
19,20,1034土銀嘉義,36.55,1000,0
20,21,1037土銀花蓮,36.60,1000,0
21,22,1039土銀士林,36.55,1000,0
22,23,1039土銀士林,36.70,2000,0
23,24,1039土銀士林,36.75,600,0
24,25,1039土銀士林,36.85,300,0
25,26,103C土銀白河,36.60,1000,0
26,27,103C土銀白河,36.65,2000,0
27,28,1040臺    銀,36.50,1000,0
28,29,1040臺    銀,36.55,1000,0
29,30,1040臺    銀,36.65,0,8000
30,31,1040臺    銀,36.70,0,11000
31,32,1040臺    銀,36.75,1000,300
32,33,1040臺    銀,36.80,2000,0
33,34,1040臺    銀,36.85,2000,0
34,35,1041臺銀鳳山,36.60,1000,0
35,36,1043臺銀民權,36.55,3000,0
36,37,1043臺銀民權,36.70,2000,0
37,38,1043臺銀民權,36.80,1000,0
38,39,1045臺銀新竹,36.50,3000,0
39,40,1045臺銀新竹,36.55,3000,0
40,41,104A臺銀臺中,36.60,1000,6000
41,42,104A臺銀臺中,36.70,1000,0
42,43,104A臺銀臺中,36.95,1,0
43,44,104C臺銀高雄,36.80,1000,0
44,45,104D臺銀金山,36.65,2000,0
45,46,104D臺銀金山,36.70,1000,0
46,47,104D臺銀金山,36.75,1000,0
47,48,104D臺銀金山,36.85,2200,0
48,49,104D臺銀金山,36.95,2,0
49,50,1110企    銀,36.60,0,1000
50,51,1110企    銀,36.70,3000,0
51,52,1118企銀豐原,36.75,1000,0
52,53,1118企銀豐原,36.80,1000,0
53,54,1160日    盛,36.80,1000,0
54,55,1162日盛台南,36.85,5000,0
55,56,1164日盛內湖,36.75,1000,0
