,序號,券商,價格,買進股數,賣出股數
0,1,1020,40.3,0,1000
1,3,1021,39.85,0,1000
2,5,1022,39.85,1000,0
3,7,1022,40.3,1000,0
4,9,1023,40.3,1000,0
5,11,1025,39.8,1000,0
6,13,1025,40.35,4000,0
7,15,1025,40.45,2000,0
8,17,1025,40.6,1000,0
9,19,1028,40.0,0,1000
10,21,1028,40.25,0,1000
11,23,1028,40.35,0,1000
12,25,1028,40.5,0,4000
13,27,1032,40.2,0,1000
14,29,1041,40.5,1000,52
15,31,1041,40.8,0,2000
16,33,1043,40.25,2000,0
17,35,1043,40.35,5000,0
18,37,1045,40.0,1000,1000
19,39,104A,39.9,0,19000
20,41,104A,40.1,0,20000
21,43,104A,40.3,0,1000
22,45,104A,40.45,0,21000
23,47,1110,40.3,0,12000
24,49,1113,40.15,0,2000
25,51,1115,40.6,0,1000
26,53,1161,40.25,0,1000
27,55,1161,40.45,0,6000
28,57,1161,40.55,0,12000
29,59,1161,40.7,14000,0
30,61,1165,40.5,0,1000
31,63,1166,40.4,0,1000
32,65,1166,40.65,2000,0
33,67,1168,40.05,0,1000
34,69,1169,40.05,7000,0
35,71,1169,40.15,0,4000
36,73,1169,40.25,2000,4000
37,75,1169,40.35,1000,4000
38,77,1169,40.5,0,1000
39,79,1169,40.6,2000,0
40,81,116A,40.6,0,2000
41,83,116c,40.35,1000,0
42,85,116C,39.85,0,1000
43,87,116C,40.15,5000,0
44,89,116C,40.25,10000,0
45,91,116e,40.3,3000,0
46,93,116e,40.45,2000,0
47,95,116e,40.7,0,2000
48,97,116F,40.6,0,5000
49,99,116L,40.0,1000,0
50,2,1020,40.5,0,1000
51,4,1021,40.25,9000,0
52,6,1022,40.05,0,1000
53,8,1022,40.55,0,2000
54,10,1024,40.3,0,5000
55,12,1025,40.3,1000,0
56,14,1025,40.4,3000,0
57,16,1025,40.55,4000,0
58,18,1025,40.65,2000,0
59,20,1028,40.15,0,2000
60,22,1028,40.3,1000,4000
61,24,1028,40.4,1000,4000
62,26,1028,40.8,0,1000
63,28,1041,40.0,1000,0
64,30,1041,40.7,0,24
65,32,1042,40.35,1000,0
66,34,1043,40.3,1000,0
67,36,1043,40.6,0,1000
68,38,1045,40.5,1000,0
69,40,104A,39.95,0,20000
70,42,104A,40.15,0,1000
71,44,104A,40.35,0,10000
72,46,104C,40.5,0,1000
73,48,1111,40.6,0,2000
74,50,1113,40.35,0,3000
75,52,111A,40.3,1000,0
76,54,1161,40.35,1000,1000
77,56,1161,40.5,0,1000
78,58,1161,40.65,4000,0
79,60,1163,40.3,9000,0
80,62,1166,39.75,0,1000
81,64,1166,40.5,1000,1000
82,66,1166,40.8,1000,0
83,68,1168,40.4,1000,0
84,70,1169,40.1,2000,0
85,72,1169,40.2,2000,0
86,74,1169,40.3,0,9000
87,76,1169,40.45,1000,0
88,78,1169,40.55,0,3000
89,80,1169,40.7,4000,0
90,82,116c,40.25,0,1000
91,84,116c,40.4,0,6000
92,86,116C,40.1,5000,0
93,88,116C,40.2,4000,0
94,90,116C,40.5,2000,10000
95,92,116e,40.35,3000,0
96,94,116e,40.65,4000,0
97,96,116F,40.5,0,10000
98,98,116k,40.3,247,0
99,100,116S,39.9,0,1000
100,101,116S,40.35,0,1000
101,103,116S,40.45,0,1000
102,105,116W,40.25,1000,0
103,107,116X,40.5,0,2000
104,109,1262,40.35,0,8000
105,111,126L,40.5,20000,0
106,113,126U,40.45,1000,0
107,115,126X,40.0,2000,0
108,117,126X,40.65,1000,0
109,119,1440,39.85,2000,0
110,121,1440,40.05,1000,1000
111,123,1440,40.15,2000,0
112,125,1440,40.25,4000,4000
113,127,1440,40.35,5000,0
114,129,1440,40.5,6000,0
115,131,1440,40.6,6000,0
116,133,1480,39.9,0,1000
117,135,1480,40.35,0,1000
118,137,1480,40.5,0,1000
119,139,1520,40.15,4000,0
120,141,1520,40.25,2000,0
121,143,1520,40.35,2000,0
122,145,1560,40.55,0,9000
123,147,1590,40.0,3000,0
